province,date,year,month,temp_mean,temp_min,temp_max,temp_amplitude,temp_std,rainfall_total,rainfall_max_daily,rainfall_mean_daily,rainfall_days,latitude,longitude
Bắc Ninh,2025-02-01,2025,2,16.892857142857142,12.6,20.4,7.799999999999999,2.566584208116793,37.6,10.0,1.342857142857143,24,21.3282166,106.4625257
Bắc Ninh,2025-03-01,2025,3,19.90967741935484,13.7,25.6,11.900000000000002,3.503555797444427,27.2,7.2,0.8774193548387097,16,21.3282166,106.4625257
Bắc Ninh,2025-04-01,2025,4,24.303333333333335,17.8,28.3,10.5,2.97616778973291,85.5,36.6,2.85,22,21.3282166,106.4625257
Bắc Ninh,2025-05-01,2025,5,26.516129032258064,22.0,30.1,8.100000000000001,1.9409785803718618,232.1,29.8,7.487096774193549,26,21.3282166,106.4625257
Bắc Ninh,2025-06-01,2025,6,28.5,26.4,31.1,4.700000000000003,1.1026613573375639,358.4,58.1,11.946666666666665,29,21.3282166,106.4625257
Cao Bằng,2011-01-01,2011,1,7.145161290322581,3.5,11.8,8.3,1.4705642249779325,33.0,9.9,1.064516129032258,18,22.7426936,106.1060926
Cao Bằng,2011-02-01,2011,2,12.975,6.8,18.9,12.099999999999998,3.6777232288670323,26.0,3.8,0.9285714285714286,19,22.7426936,106.1060926
Cao Bằng,2011-03-01,2011,3,12.7,5.7,18.9,13.2,2.9731016352175605,131.0,33.2,4.225806451612903,26,22.7426936,106.1060926
Cao Bằng,2011-04-01,2011,4,20.18,13.8,23.6,9.8,2.478931916829476,77.9,18.6,2.5966666666666667,19,22.7426936,106.1060926
Cao Bằng,2011-05-01,2011,5,23.248387096774195,18.2,26.9,8.7,2.367540350622975,146.7,25.2,4.732258064516128,21,22.7426936,106.1060926
Cao Bằng,2011-06-01,2011,6,25.646666666666665,24.4,27.5,3.1000000000000014,0.8228350206842007,272.1,64.6,9.07,29,22.7426936,106.1060926
Cao Bằng,2011-07-01,2011,7,26.200000000000003,24.1,28.3,4.199999999999999,1.0049875621120883,176.9,20.5,5.706451612903226,27,22.7426936,106.1060926
Cao Bằng,2011-08-01,2011,8,25.44516129032258,22.6,28.5,5.899999999999999,1.2358097776161243,138.1,15.0,4.45483870967742,22,22.7426936,106.1060926
Cao Bằng,2011-09-01,2011,9,24.043333333333333,18.4,27.5,9.100000000000001,2.146317348604242,187.1,48.8,6.236666666666666,24,22.7426936,106.1060926
Cao Bằng,2011-10-01,2011,10,20.274193548387096,15.6,24.1,8.500000000000002,2.3848085516361657,103.2,22.8,3.329032258064516,22,22.7426936,106.1060926
Cao Bằng,2011-11-01,2011,11,19.553333333333335,16.9,21.4,4.5,1.3005922611968197,33.8,5.5,1.1266666666666665,15,22.7426936,106.1060926
Cao Bằng,2011-12-01,2011,12,11.606451612903227,8.1,16.8,8.700000000000001,2.109334094585456,17.8,7.5,0.5741935483870968,8,22.7426936,106.1060926
Cao Bằng,2012-01-01,2012,1,9.541935483870969,4.8,15.8,11.0,2.872603255300946,60.2,11.1,1.941935483870968,22,22.7426936,106.1060926
Cao Bằng,2012-02-01,2012,2,11.406896551724138,6.9,17.2,10.299999999999999,3.1478939710863787,30.2,5.4,1.0413793103448277,20,22.7426936,106.1060926
Cao Bằng,2012-03-01,2012,3,17.04516129032258,10.3,22.9,12.599999999999998,3.7312945662041943,84.1,23.2,2.7129032258064516,25,22.7426936,106.1060926
Cao Bằng,2012-04-01,2012,4,22.71333333333333,16.9,28.1,11.200000000000003,2.652875256478674,61.1,23.8,2.0366666666666666,17,22.7426936,106.1060926
Cao Bằng,2012-05-01,2012,5,24.94193548387097,20.7,29.4,8.7,2.0800279154454295,213.8,30.3,6.896774193548388,25,22.7426936,106.1060926
Cao Bằng,2012-06-01,2012,6,25.496666666666666,23.3,27.6,4.300000000000001,1.0630091748179438,299.3,49.6,9.976666666666667,27,22.7426936,106.1060926
Cao Bằng,2012-07-01,2012,7,25.551612903225806,23.3,27.6,4.300000000000001,1.2393199661486227,334.1,55.2,10.77741935483871,29,22.7426936,106.1060926
Cao Bằng,2012-08-01,2012,8,26.09032258064516,23.3,28.2,4.899999999999999,1.2415997311827671,299.1,96.7,9.648387096774194,28,22.7426936,106.1060926
Cao Bằng,2012-09-01,2012,9,23.483333333333334,17.9,25.9,8.0,1.8822369914423693,127.4,23.8,4.246666666666667,24,22.7426936,106.1060926
Cao Bằng,2012-10-01,2012,10,22.567741935483873,18.9,24.1,5.200000000000003,1.3018927494931358,76.4,14.6,2.4645161290322584,19,22.7426936,106.1060926
Cao Bằng,2012-11-01,2012,11,18.053333333333335,13.1,23.2,10.1,2.6339603502021025,50.7,10.3,1.6900000000000002,20,22.7426936,106.1060926
Cao Bằng,2012-12-01,2012,12,13.190322580645162,6.3,19.5,13.2,3.356422186268158,50.6,7.3,1.632258064516129,23,22.7426936,106.1060926
Cao Bằng,2013-01-01,2013,1,10.729032258064517,5.3,17.8,12.5,3.729807282634238,35.6,5.9,1.1483870967741936,21,22.7426936,106.1060926
Cao Bằng,2013-02-01,2013,2,15.200000000000001,7.7,21.0,13.3,3.795513921187213,36.0,5.7,1.2857142857142858,21,22.7426936,106.1060926
Cao Bằng,2013-03-01,2013,3,19.958064516129035,12.3,23.8,11.5,2.8162355717693304,68.2,6.0,2.2,24,22.7426936,106.1060926
Cao Bằng,2013-04-01,2013,4,21.43,14.0,26.4,12.399999999999999,3.511768392331603,90.9,16.8,3.0300000000000002,23,22.7426936,106.1060926
Cao Bằng,2013-05-01,2013,5,24.57741935483871,19.8,28.0,8.2,2.365404782473021,217.5,34.7,7.016129032258065,29,22.7426936,106.1060926
Cao Bằng,2013-06-01,2013,6,25.396666666666665,22.8,27.4,4.599999999999998,1.2274120049457962,189.3,16.8,6.3100000000000005,26,22.7426936,106.1060926
Cao Bằng,2013-07-01,2013,7,25.03548387096774,23.2,26.7,3.5,0.8122185203079175,315.0,27.0,10.161290322580646,31,22.7426936,106.1060926
Cao Bằng,2013-08-01,2013,8,25.751612903225805,23.1,28.1,5.0,1.3664725799766184,357.7,74.4,11.538709677419355,28,22.7426936,106.1060926
Cao Bằng,2013-09-01,2013,9,23.610000000000003,18.2,26.7,8.5,2.22715993572764,130.7,24.9,4.3566666666666665,24,22.7426936,106.1060926
Cao Bằng,2013-10-01,2013,10,21.051612903225806,16.7,24.9,8.2,2.4700703050374804,67.0,31.2,2.161290322580645,12,22.7426936,106.1060926
Cao Bằng,2013-11-01,2013,11,17.55666666666667,12.9,23.0,10.1,2.8820111911210797,78.9,49.0,2.6300000000000003,13,22.7426936,106.1060926
Cao Bằng,2013-12-01,2013,12,11.47741935483871,6.4,17.2,10.799999999999999,3.5156516396840143,86.2,39.7,2.7806451612903227,6,22.7426936,106.1060926
Cao Bằng,2014-01-01,2014,1,12.329032258064515,7.4,17.4,9.999999999999998,2.831630101594851,14.8,2.9,0.4774193548387097,11,22.7426936,106.1060926
Cao Bằng,2014-02-01,2014,2,12.414285714285715,4.6,20.5,15.9,4.977111633431605,55.4,9.9,1.9785714285714284,18,22.7426936,106.1060926
Cao Bằng,2014-03-01,2014,3,16.25483870967742,10.6,23.2,12.6,3.787157131647029,70.9,7.6,2.2870967741935484,28,22.7426936,106.1060926
Cao Bằng,2014-04-01,2014,4,22.133333333333333,18.9,26.2,7.300000000000001,2.1923587255759935,150.8,23.7,5.026666666666667,30,22.7426936,106.1060926
Cao Bằng,2014-05-01,2014,5,24.97741935483871,19.3,28.8,9.5,2.5574348707796233,123.6,17.8,3.987096774193548,23,22.7426936,106.1060926
Cao Bằng,2014-06-01,2014,6,25.94,23.5,28.3,4.800000000000001,1.2369595650292058,292.4,39.9,9.746666666666666,27,22.7426936,106.1060926
Cao Bằng,2014-07-01,2014,7,25.748387096774195,23.9,28.3,4.400000000000002,1.1114168038265195,334.8,102.0,10.8,29,22.7426936,106.1060926
Cao Bằng,2014-08-01,2014,8,25.31935483870968,22.9,27.7,4.800000000000001,1.3244921932168832,289.1,53.6,9.325806451612904,30,22.7426936,106.1060926
Cao Bằng,2014-09-01,2014,9,25.08,23.4,26.8,3.400000000000002,1.0090623848661295,235.1,122.2,7.836666666666667,24,22.7426936,106.1060926
Cao Bằng,2014-10-01,2014,10,22.496774193548386,19.7,25.9,6.199999999999999,1.5670532581818941,87.5,41.4,2.8225806451612905,17,22.7426936,106.1060926
Cao Bằng,2014-11-01,2014,11,17.756666666666668,14.0,23.9,9.899999999999999,2.503608889436282,147.9,51.1,4.930000000000001,24,22.7426936,106.1060926
Cao Bằng,2014-12-01,2014,12,11.448387096774193,8.7,16.5,7.800000000000001,1.7223764528004006,19.6,4.3,0.6322580645161291,10,22.7426936,106.1060926
Cao Bằng,2015-01-01,2015,1,13.206451612903225,7.3,18.2,10.899999999999999,3.0437844299348766,66.5,19.4,2.1451612903225805,17,22.7426936,106.1060926
Cao Bằng,2015-02-01,2015,2,15.446428571428571,7.5,22.2,14.7,4.8796996069397816,38.2,10.3,1.3642857142857143,24,22.7426936,106.1060926
Cao Bằng,2015-03-01,2015,3,17.858064516129033,12.0,24.1,12.100000000000001,3.991806123677886,80.0,12.5,2.5806451612903225,29,22.7426936,106.1060926
Cao Bằng,2015-04-01,2015,4,21.279999999999998,13.2,27.3,14.100000000000001,3.9715713905637937,65.0,25.6,2.1666666666666665,17,22.7426936,106.1060926
Cao Bằng,2015-05-01,2015,5,25.683870967741935,22.4,29.8,7.400000000000002,1.7531109062071253,319.3,45.8,10.3,29,22.7426936,106.1060926
Cao Bằng,2015-06-01,2015,6,26.209999999999997,24.1,29.4,5.299999999999997,1.3921826079193442,246.3,27.8,8.21,26,22.7426936,106.1060926
Cao Bằng,2015-07-01,2015,7,26.270967741935483,23.2,30.4,7.199999999999999,1.8970492083561576,167.3,22.2,5.396774193548388,28,22.7426936,106.1060926
Cao Bằng,2015-08-01,2015,8,25.883870967741935,22.1,28.6,6.5,1.8667434700021588,216.5,75.0,6.983870967741935,27,22.7426936,106.1060926
Cao Bằng,2015-09-01,2015,9,24.259999999999998,21.0,26.8,5.800000000000001,1.4426030113221946,219.5,32.9,7.316666666666666,28,22.7426936,106.1060926
Cao Bằng,2015-10-01,2015,10,22.483870967741936,16.5,25.4,8.899999999999999,2.1641159510207317,62.4,11.5,2.0129032258064514,16,22.7426936,106.1060926
Cao Bằng,2015-11-01,2015,11,19.183333333333334,12.8,23.3,10.5,3.2494119715603214,138.3,23.4,4.61,28,22.7426936,106.1060926
Cao Bằng,2015-12-01,2015,12,12.790322580645162,8.9,18.8,9.9,2.770481888133023,106.39999999999999,28.9,3.432258064516129,18,22.7426936,106.1060926
Cao Bằng,2016-01-01,2016,1,11.929032258064517,3.3,17.8,14.5,3.934140613347646,74.5,12.2,2.403225806451613,21,22.7426936,106.1060926
Cao Bằng,2016-02-01,2016,2,11.693103448275863,6.7,20.1,13.400000000000002,3.1377802702914908,8.2,3.9,0.2827586206896551,9,22.7426936,106.1060926
Cao Bằng,2016-03-01,2016,3,17.283870967741933,11.0,22.3,11.3,3.2336869333310077,30.7,9.2,0.9903225806451613,18,22.7426936,106.1060926
Cao Bằng,2016-04-01,2016,4,23.483333333333334,20.1,27.5,7.399999999999999,1.6311796732539252,90.5,16.7,3.0166666666666666,22,22.7426936,106.1060926
Cao Bằng,2016-05-01,2016,5,24.480645161290322,19.8,27.5,7.699999999999999,1.9300119783460252,263.4,51.1,8.496774193548386,27,22.7426936,106.1060926
Cao Bằng,2016-06-01,2016,6,26.456666666666667,24.4,28.7,4.300000000000001,1.0893475849881615,197.4,33.2,6.58,26,22.7426936,106.1060926
Cao Bằng,2016-07-01,2016,7,26.338709677419356,22.8,28.9,6.099999999999998,1.4550320544819249,184.0,32.1,5.935483870967742,30,22.7426936,106.1060926
Cao Bằng,2016-08-01,2016,8,26.5,24.4,29.4,5.0,1.266491215919005,312.0,42.6,10.064516129032258,28,22.7426936,106.1060926
Cao Bằng,2016-09-01,2016,9,25.383333333333333,22.2,27.9,5.699999999999999,1.4978336847348706,147.4,93.1,4.913333333333333,20,22.7426936,106.1060926
Cao Bằng,2016-10-01,2016,10,23.716129032258067,17.1,26.1,9.0,2.255673849679743,64.1,33.3,2.0677419354838706,15,22.7426936,106.1060926
Cao Bằng,2016-11-01,2016,11,17.37,10.9,22.5,11.6,4.289614563506641,61.3,23.4,2.0433333333333334,17,22.7426936,106.1060926
Cao Bằng,2016-12-01,2016,12,15.238709677419354,11.0,19.4,8.399999999999999,2.634853243143387,29.1,6.2,0.9387096774193548,12,22.7426936,106.1060926
Cao Bằng,2017-01-01,2017,1,16.267741935483873,11.8,20.6,8.8,2.6211177128309457,124.1,62.8,4.003225806451613,23,22.7426936,106.1060926
Cao Bằng,2017-02-01,2017,2,16.696428571428573,12.3,23.0,10.7,2.8554667702830083,26.4,5.3,0.9428571428571428,16,22.7426936,106.1060926
Cao Bằng,2017-03-01,2017,3,18.970967741935485,13.8,24.1,10.3,2.7403398266622703,170.8,37.5,5.509677419354839,28,22.7426936,106.1060926
Cao Bằng,2017-04-01,2017,4,22.456666666666667,17.9,27.9,10.0,2.4507118365379332,93.3,43.9,3.11,22,22.7426936,106.1060926
Cao Bằng,2017-05-01,2017,5,24.967741935483872,19.6,28.2,8.599999999999998,1.870006612604029,158.7,39.0,5.119354838709677,21,22.7426936,106.1060926
Cao Bằng,2017-06-01,2017,6,26.53666666666667,24.3,30.8,6.5,1.8327449421533015,402.9,42.3,13.43,27,22.7426936,106.1060926
Cao Bằng,2017-07-01,2017,7,26.138709677419353,24.4,29.8,5.400000000000002,1.4003993286094882,421.3,56.8,13.59032258064516,31,22.7426936,106.1060926
Cao Bằng,2017-08-01,2017,8,26.23225806451613,23.7,28.9,5.199999999999999,1.3780147790146515,466.7,65.9,15.05483870967742,29,22.7426936,106.1060926
Cao Bằng,2017-09-01,2017,9,26.113333333333333,24.9,27.6,2.700000000000003,0.6841724592695825,219.9,24.4,7.33,29,22.7426936,106.1060926
Cao Bằng,2017-10-01,2017,10,22.55806451612903,17.4,26.4,9.0,2.585314190261134,253.5,56.8,8.17741935483871,21,22.7426936,106.1060926
Cao Bằng,2017-11-01,2017,11,19.12,10.5,25.2,14.7,3.559387781530744,41.6,11.9,1.3866666666666667,18,22.7426936,106.1060926
Cao Bằng,2017-12-01,2017,12,14.351612903225806,10.6,18.5,7.9,1.9245555275165807,60.1,12.0,1.9387096774193548,17,22.7426936,106.1060926
Cao Bằng,2018-01-01,2018,1,14.345161290322581,7.3,20.9,13.599999999999998,3.6517428450606455,153.9,18.3,4.964516129032258,26,22.7426936,106.1060926
Cao Bằng,2018-02-01,2018,2,14.564285714285715,8.5,21.6,13.100000000000001,4.303333271857672,27.7,7.6,0.9892857142857142,15,22.7426936,106.1060926
Cao Bằng,2018-03-01,2018,3,20.016129032258064,14.8,23.8,9.0,2.4772426572291417,67.8,11.9,2.1870967741935483,23,22.7426936,106.1060926
Cao Bằng,2018-04-01,2018,4,22.096666666666668,16.7,26.5,9.8,2.465273760182361,93.8,29.0,3.1266666666666665,22,22.7426936,106.1060926
Cao Bằng,2018-05-01,2018,5,25.741935483870968,23.1,28.3,5.199999999999999,1.54634497952395,409.2,81.4,13.2,30,22.7426936,106.1060926
Cao Bằng,2018-06-01,2018,6,26.533333333333335,24.7,28.4,3.6999999999999993,1.1457066283132518,397.3,81.5,13.243333333333334,26,22.7426936,106.1060926
Cao Bằng,2018-07-01,2018,7,26.893548387096775,25.0,30.1,5.100000000000001,1.5220458783867103,487.9,49.3,15.738709677419354,30,22.7426936,106.1060926
Cao Bằng,2018-08-01,2018,8,26.74516129032258,24.6,29.7,5.099999999999998,1.2566725136055188,386.0,83.6,12.451612903225806,30,22.7426936,106.1060926
Cao Bằng,2018-09-01,2018,9,25.53666666666667,23.3,28.1,4.800000000000001,1.166333285700675,246.2,37.0,8.206666666666667,23,22.7426936,106.1060926
Cao Bằng,2018-10-01,2018,10,21.98709677419355,19.4,24.6,5.200000000000003,1.5842436545523058,214.2,45.8,6.909677419354838,20,22.7426936,106.1060926
Cao Bằng,2018-11-01,2018,11,19.333333333333332,16.3,23.1,6.800000000000001,1.8529256146249724,135.5,17.3,4.516666666666667,19,22.7426936,106.1060926
Cao Bằng,2018-12-01,2018,12,15.77741935483871,8.1,22.9,14.799999999999999,4.349153915987136,124.8,21.2,4.025806451612903,27,22.7426936,106.1060926
Cao Bằng,2019-01-01,2019,1,14.619354838709677,9.9,19.3,9.4,2.5541364300338003,132.4,22.7,4.270967741935484,25,22.7426936,106.1060926
Cao Bằng,2019-02-01,2019,2,18.217857142857145,13.5,22.1,8.600000000000001,2.7015843871806413,198.79999999999998,70.1,7.1,24,22.7426936,106.1060926
Cao Bằng,2019-03-01,2019,3,19.693548387096776,14.7,24.4,9.7,2.9681571705769407,116.7,17.5,3.764516129032258,29,22.7426936,106.1060926
Cao Bằng,2019-04-01,2019,4,24.55,20.2,28.3,8.100000000000001,2.6723036684762684,177.7,33.2,5.923333333333333,27,22.7426936,106.1060926
Cao Bằng,2019-05-01,2019,5,25.13225806451613,21.5,30.3,8.8,2.422999119104833,256.1,25.6,8.261290322580646,27,22.7426936,106.1060926
Cao Bằng,2019-06-01,2019,6,27.176666666666666,21.9,30.7,8.8,1.7602279110531618,350.2,30.5,11.673333333333334,27,22.7426936,106.1060926
Cao Bằng,2019-07-01,2019,7,27.164516129032258,24.6,29.7,5.099999999999998,1.2965462807260353,410.9,44.0,13.254838709677419,31,22.7426936,106.1060926
Cao Bằng,2019-08-01,2019,8,27.429032258064513,24.6,30.5,5.899999999999999,1.4245919996937362,327.8,53.2,10.574193548387097,29,22.7426936,106.1060926
Cao Bằng,2019-09-01,2019,9,25.64,22.7,28.1,5.400000000000002,1.6655950577951792,212.4,55.6,7.08,19,22.7426936,106.1060926
Cao Bằng,2019-10-01,2019,10,22.870967741935484,18.3,25.6,7.300000000000001,2.0038618629015796,205.5,51.0,6.629032258064516,25,22.7426936,106.1060926
Cao Bằng,2019-11-01,2019,11,19.290000000000003,15.1,23.1,8.000000000000002,1.7875720385773128,57.5,9.9,1.9166666666666667,17,22.7426936,106.1060926
Cao Bằng,2019-12-01,2019,12,15.251612903225807,11.1,20.2,9.1,2.48446787967993,83.3,13.3,2.6870967741935483,17,22.7426936,106.1060926
Cao Bằng,2020-01-01,2020,1,16.42258064516129,11.7,20.8,9.100000000000001,3.2973433424924927,140.5,33.6,4.532258064516129,26,22.7426936,106.1060926
Cao Bằng,2020-02-01,2020,2,16.73793103448276,13.1,20.5,7.4,2.55614299190673,130.2,25.2,4.4896551724137925,23,22.7426936,106.1060926
Cao Bằng,2020-03-01,2020,3,20.216129032258067,15.4,25.2,9.799999999999999,2.4359935377847437,219.5,54.1,7.080645161290323,29,22.7426936,106.1060926
Cao Bằng,2020-04-01,2020,4,20.316666666666666,15.4,26.9,11.499999999999998,2.9826028130191733,202.0,53.3,6.733333333333333,23,22.7426936,106.1060926
Cao Bằng,2020-05-01,2020,5,27.06451612903226,22.1,30.1,8.0,1.853923476863194,224.9,36.4,7.254838709677419,23,22.7426936,106.1060926
Cao Bằng,2020-06-01,2020,6,27.576666666666664,24.8,29.8,5.0,1.1446075470577717,290.4,33.5,9.68,29,22.7426936,106.1060926
Cao Bằng,2020-07-01,2020,7,27.661290322580644,25.6,29.5,3.8999999999999986,1.077861283392515,230.20000000000002,31.6,7.425806451612904,30,22.7426936,106.1060926
Cao Bằng,2020-08-01,2020,8,26.629032258064516,24.2,29.1,4.900000000000002,1.3726357973832921,373.7,49.0,12.05483870967742,30,22.7426936,106.1060926
Cao Bằng,2020-09-01,2020,9,25.64333333333333,22.9,29.4,6.5,1.7746652590303305,337.8,48.1,11.26,28,22.7426936,106.1060926
Cao Bằng,2020-10-01,2020,10,21.509677419354837,18.6,25.8,7.199999999999999,2.0633879646041158,251.5,86.3,8.112903225806452,18,22.7426936,106.1060926
Cao Bằng,2020-11-01,2020,11,19.853333333333335,15.1,23.4,8.299999999999999,2.259345851825461,55.2,11.9,1.84,15,22.7426936,106.1060926
Cao Bằng,2020-12-01,2020,12,14.261290322580646,9.6,19.7,10.1,2.7679929454817183,39.8,11.8,1.2838709677419353,13,22.7426936,106.1060926
Cao Bằng,2021-01-01,2021,1,13.451612903225806,8.1,19.1,11.000000000000002,2.907905428052059,33.3,9.8,1.0741935483870966,11,22.7426936,106.1060926
Cao Bằng,2021-02-01,2021,2,18.014285714285712,14.1,20.8,6.700000000000001,1.670598536722534,78.5,35.0,2.8035714285714284,11,22.7426936,106.1060926
Cao Bằng,2021-03-01,2021,3,20.903225806451612,15.0,25.8,10.8,3.017226526792195,74.8,9.3,2.4129032258064513,25,22.7426936,106.1060926
Cao Bằng,2021-04-01,2021,4,22.68,17.9,26.9,9.0,2.5417072730881043,311.1,52.5,10.370000000000001,27,22.7426936,106.1060926
Cao Bằng,2021-05-01,2021,5,26.606451612903225,22.8,29.4,6.599999999999998,1.4930808158236601,322.3,54.2,10.396774193548387,30,22.7426936,106.1060926
Cao Bằng,2021-06-01,2021,6,27.3,23.9,30.7,6.800000000000001,1.5152102391963693,295.1,34.5,9.836666666666668,27,22.7426936,106.1060926
Cao Bằng,2021-07-01,2021,7,27.44193548387097,25.5,28.9,3.3999999999999986,0.7906850167411316,234.7,31.6,7.570967741935483,30,22.7426936,106.1060926
Cao Bằng,2021-08-01,2021,8,27.238709677419354,25.1,30.5,5.399999999999999,1.5443828150979593,296.4,36.2,9.561290322580644,29,22.7426936,106.1060926
Cao Bằng,2021-09-01,2021,9,26.416666666666668,25.3,29.3,4.0,0.910128196098403,168.6,18.0,5.62,25,22.7426936,106.1060926
Cao Bằng,2021-10-01,2021,10,22.141935483870967,17.5,27.3,9.8,3.1326000056979693,352.2,79.4,11.361290322580645,23,22.7426936,106.1060926
Cao Bằng,2021-11-01,2021,11,18.706666666666667,14.4,24.7,10.299999999999999,2.544491458348642,70.7,22.0,2.356666666666667,17,22.7426936,106.1060926
Cao Bằng,2021-12-01,2021,12,15.196774193548388,10.0,19.6,9.600000000000001,2.074686140274032,27.7,13.7,0.8935483870967742,15,22.7426936,106.1060926
Cao Bằng,2022-01-01,2022,1,15.141935483870967,10.6,19.8,9.200000000000001,2.2766604480464196,231.3,65.9,7.461290322580646,25,22.7426936,106.1060926
Cao Bằng,2022-02-01,2022,2,12.382142857142856,7.2,17.6,10.400000000000002,2.6421166558803613,166.1,34.4,5.932142857142857,20,22.7426936,106.1060926
Cao Bằng,2022-03-01,2022,3,21.016129032258064,17.0,25.0,8.0,2.1942495716749493,116.2,24.1,3.7483870967741937,28,22.7426936,106.1060926
Cao Bằng,2022-04-01,2022,4,22.14,16.2,28.0,11.8,3.510830533432618,97.4,32.5,3.246666666666667,17,22.7426936,106.1060926
Cao Bằng,2022-05-01,2022,5,23.41290322580645,19.5,26.0,6.5,1.7583594504506894,451.6,88.9,14.567741935483872,26,22.7426936,106.1060926
Cao Bằng,2022-06-01,2022,6,26.85,24.9,28.6,3.700000000000003,1.3103697819765388,260.2,29.4,8.673333333333334,30,22.7426936,106.1060926
Cao Bằng,2022-07-01,2022,7,27.606451612903225,25.0,30.5,5.5,1.2630480286119927,155.3,33.6,5.009677419354839,28,22.7426936,106.1060926
Cao Bằng,2022-08-01,2022,8,27.0,24.4,29.3,4.900000000000002,1.297176420795054,323.0,49.2,10.419354838709678,29,22.7426936,106.1060926
Cao Bằng,2022-09-01,2022,9,25.67,23.8,27.9,4.099999999999998,1.0869603298284132,197.0,36.1,6.566666666666666,27,22.7426936,106.1060926
Cao Bằng,2022-10-01,2022,10,22.845161290322583,17.6,26.0,8.399999999999999,1.9435086329758375,59.4,19.5,1.9161290322580644,15,22.7426936,106.1060926
Cao Bằng,2022-11-01,2022,11,21.926666666666666,19.2,25.3,6.100000000000001,1.6650428871629575,144.5,28.6,4.816666666666666,19,22.7426936,106.1060926
Cao Bằng,2022-12-01,2022,12,13.754838709677419,10.7,16.9,6.199999999999999,1.6838128775049843,31.4,13.1,1.0129032258064516,13,22.7426936,106.1060926
Cao Bằng,2023-01-01,2023,1,13.887096774193548,9.7,20.1,10.400000000000002,2.89916561967794,15.0,5.5,0.4838709677419355,10,22.7426936,106.1060926
Cao Bằng,2023-02-01,2023,2,17.3,14.2,22.7,8.5,2.3315866478208136,129.8,40.9,4.635714285714286,20,22.7426936,106.1060926
Cao Bằng,2023-03-01,2023,3,20.261290322580646,17.1,25.6,8.5,2.269460643611876,73.0,24.7,2.3548387096774195,22,22.7426936,106.1060926
Cao Bằng,2023-04-01,2023,4,23.93,18.2,28.2,10.0,2.6524094446500834,109.6,39.4,3.6533333333333333,27,22.7426936,106.1060926
Cao Bằng,2023-05-01,2023,5,26.538709677419355,21.6,30.5,8.899999999999999,2.5626389288329112,73.4,19.3,2.3677419354838714,24,22.7426936,106.1060926
Cao Bằng,2023-06-01,2023,6,27.38,23.9,31.2,7.300000000000001,1.7084778464247456,384.5,51.3,12.816666666666666,26,22.7426936,106.1060926
Cao Bằng,2023-07-01,2023,7,28.203225806451613,24.2,30.2,6.0,1.2903446234676328,214.7,51.5,6.925806451612903,25,22.7426936,106.1060926
Cao Bằng,2023-08-01,2023,8,26.40967741935484,25.1,28.1,3.0,0.7422285536183924,371.59999999999997,36.5,11.987096774193548,28,22.7426936,106.1060926
Cao Bằng,2023-09-01,2023,9,26.040000000000003,23.2,28.2,5.0,1.1868823257477608,301.4,40.5,10.046666666666665,29,22.7426936,106.1060926
Cao Bằng,2023-10-01,2023,10,23.783870967741933,21.6,26.9,5.299999999999997,1.6433901492937395,61.0,29.7,1.967741935483871,13,22.7426936,106.1060926
Cao Bằng,2023-11-01,2023,11,20.12,15.3,25.6,10.3,3.028644854579754,69.6,47.5,2.32,18,22.7426936,106.1060926
Cao Bằng,2023-12-01,2023,12,16.029032258064515,9.4,23.6,14.200000000000001,4.321280176705903,24.3,4.9,0.7838709677419355,16,22.7426936,106.1060926
Cao Bằng,2024-01-01,2024,1,15.683870967741935,8.0,20.6,12.600000000000001,3.953909185788457,106.4,19.5,3.4322580645161294,25,22.7426936,106.1060926
Cao Bằng,2024-02-01,2024,2,16.775862068965516,10.6,24.3,13.700000000000001,4.337762357023474,90.10000000000001,16.1,3.1068965517241383,24,22.7426936,106.1060926
Cao Bằng,2024-03-01,2024,3,20.358064516129033,13.1,25.7,12.6,3.5239915052440556,34.9,8.0,1.1258064516129032,18,22.7426936,106.1060926
Cao Bằng,2024-04-01,2024,4,25.736666666666668,20.8,29.0,8.2,2.232129543474253,79.8,17.6,2.6599999999999997,20,22.7426936,106.1060926
Cao Bằng,2024-05-01,2024,5,25.451612903225808,22.4,28.3,5.900000000000002,1.402585937412731,249.70000000000002,41.6,8.05483870967742,28,22.7426936,106.1060926
Cao Bằng,2024-06-01,2024,6,26.883333333333333,24.6,29.4,4.799999999999997,1.2881645143738254,444.8,53.5,14.826666666666666,30,22.7426936,106.1060926
Cao Bằng,2024-07-01,2024,7,27.322580645161292,25.1,30.1,5.0,1.2449122264693615,351.2,43.4,11.329032258064515,31,22.7426936,106.1060926
Cao Bằng,2024-08-01,2024,8,26.925806451612903,24.5,29.7,5.199999999999999,1.208019796177608,235.20000000000002,22.4,7.587096774193549,30,22.7426936,106.1060926
Cao Bằng,2024-09-01,2024,9,26.36,23.7,29.1,5.400000000000002,1.4058007903216463,419.9,77.3,13.996666666666666,25,22.7426936,106.1060926
Cao Bằng,2024-10-01,2024,10,23.26774193548387,20.4,25.5,5.100000000000001,1.5803769796632277,83.6,31.9,2.696774193548387,13,22.7426936,106.1060926
Cao Bằng,2024-11-01,2024,11,20.836666666666666,16.1,23.9,7.799999999999997,2.365336359157833,8.4,2.9,0.28,7,22.7426936,106.1060926
